character,line
Saul,"You're gonna need that money laundered, right? I mean, of course. What was our deal before? Seventeen percent. That's a shade high. Now let's settle on an even fifteen. That's a nice round number."
Walter,Five percent.
Saul,Fourteen's fair.
Walter,Five.
Saul,Thirteen.
Walter,Five.
Saul,"Twelve, for old time's sake. Twelve."
Walter,Five.
Saul,"I'm a reasonable guy, it's a short term deal. Ten even, but I can't go any lower and still respect myself. [Walter turns to leave] Five!"
Jesse,"What in the hell just happened? You're MY lawyer, not his!"
Saul,"It's the way of the world, kid. Go with the winner."
Badger,"That is awesome, Jesse! I feel like somebody took my brain out and boiled it in, like, boiling hot, like...like, Anthrax."
Jesse,"[laughs] Good. So, um you ready to talk some business?"
Skinny Pete,"You mean, this is not, like, just recreational?"
Jesse,"I know what you're thinking. Trust me. It's not going to be like it was-- all right, never gonna be like it was."
Skinny Pete,How's that?
Jesse,"We sell it safe. All right? We sell it smart. We don't get greedy, like before."
Skinny Pete,"I don't know, man. Combo and all."
Skinny Pete,Had a good thing going before we started pushing our luck.If it can go back to being like that and all--
Jesse,"Hey, it will be. Step 1-- we build inventory. Badger, go see Clovis. Get the RV in shape-- tune up, oil change, brake lights, and whatnot. Cops always pull you over for brake lights. Not us. Cautious."
Walter,"[to Walt Junior, in the car] I am the man that I am, son..."
Walter,"Listen, we got a problem. A DEA problem."
Saul,"Okay, I'm listening."
Walter,It's my brother-in-law. He knows about the RV.
Saul,What RV?
Walter,Our RV. The one which contains a meth lab which is covered with my fingerprints. Ring a bell?
Saul,"Okay, what exactly does ""knows about"" mean? Does he have it? Has he searched it?"
Walter,"No, he knows it exists and he's trying to find it. He has linked it to Jesse and it's only a matter of time before he tracks it down, so..."
Saul,"So get rid of it! What are you sitting there talking to me? Better yet, have Pinkman get rid of it. You don't go near it."
Walter,"No, listen, my brother-in-law, he is surveying Jesse's house, do you understand? So he might have tapped his phones or bugged his house."
Saul,"Jesus. Plan A, then! Go, get to it before the feds do."
Walter,"And do what exactly? I mean, what...the thing–the thing is the size of a–of a...It's RV size! I mean, where do I go to make an RV disappear? I'm not David Copperfield!"
Saul,What do I look like – the RV disposal people? Did you not plan for this contingency?
Walter,No.
Saul,"Well, next time plan for it, would ya? The Starship Enterprise had a self-destruct button. I'm just saying."
Walter,"Okay, aw, shut up."
Walter,[whispering to Jesse what to say to Hank] Private domicile and I won't be harassed.
Hank,"Yeah? Tell you what, Pinkman. Probable cause or no, I'll give you three seconds to get your ass out here! One, two..."
Jesse,This is my own private domicile and I will not be harassed...bitch!
Gus,I told you before. You will not kill Walter White. Not until my business with him is concluded.
Marco,We've waited long enough. We won't wait any longer.
Gus,"You'll have to. The decision is not yours to make. Explain to me...why this man White? He betrayed your cousin Tuco, yes. But he's not the one who murdered him. Was there not another man who pulled the trigger?"
Marco,A DEA agent. Bolsa says the DEA is off-limits.
Gus,North of the border is my territory. My say. As a show of respect...I say yes. The agent's name is Hank Schrader. May his death satisfy you.
Walter,So what happens now?
Jesse,"What happens now? I'll tell you what happens now. Your scumbag brother-in-law is finished. Done. You understand? I will own him when this is over. Every cent he earns, every cent his wife earns is mine. Any place he goes, anywhere he turns, I'm gonna be there grabbing my share. He'll be scrubbing toilets in Tijuana for pennies and I'll be standing over him to get my cut. He'll see me when he wakes up in the morning and when he crawls to sleep in whatever rat hole is left for him after I shred his house down. I will haunt his crusty ass forever until the day he sticks a gun up his mouth and pulls the trigger just to get me out of his head. That's what happens next."
Hank Schrader,"...I was convinced that Mr. Pinkman was involved in the manufacture and distribution of phenyl-2 methamphetamine, specifically what we're calling the blue meth. I tracked him to a scrapyard where he stored an early-'80s camper, an RV. While waiting for a warrant to search this vehicle, which I believe to be a rolling meth lab, I received a telephone call telling me my wife Marie had been injured in an accident. Upon hearing the news, I left Mr. Pinkman and his vehicle to tend to my wife. After arriving at the hospital, I learned the emergency call was a hoax. My wife, fortunately, was unharmed. [clears throat] So I immediately went back to the salvage yard, but the RV was gone, most likely destroyed on site."
s Lawyer,I think we're done here. Agent Schrader needs to get home to get some rest.
Hank Schrader,"Yeah, that's correct."
s Lawyer,The word of a methhead.
Hank Schrader,"So, um, where do we go from here?"
George Merkert,"A couple of gentlemen from OPR will come down, probably tomorrow morning. Janice will give us an exact time on that. [To the AQPD detectives] And you men will be continuing your investigation, so, thanks for your time. [They all stand up]"
 We just need one more thing,A photo of Agent Schrader's hands. For the record.
Hank Schrader,"Yes, of course. [He looks at his right wrist]"
Arms Dealer,"So, you the gentlemen?"
Arms Dealer,"Lucky you boys caught me. I've got a load to pick up, I'm taking the 40 straight through to Memphis! I can hammer it out in about 15, but there's this girl down here named Laney or Lolly or somethin'. Maybe Fran. Anyhow, she's got one of these fetish things, she likes to get peed on, y'know, so I was hoping to see her tonight, but she's real strict 'bout wanting to get to sleep before 10, so I wanna wrap it up here ASAP because traffic can be a wild card, y'know, rubberneckin' and such."
Arms Dealer,"Surprising thing is the women who like to get peed on always tend to be from the warmer climates. You'd think the ones in the colder zones would be more inclined but I haven't met one yet. I mean, it's a shock to the system if the body is not properly acclimated, but y'know... leave that for smarter minds than me. Science is a mystery."
Arms Dealer,"Well, take a gander. Prices are negotiable. Buying in bulk gets you a discount. I'm running a special on these honeys."
Arms Dealer,"JHPs. Hollow-point bullets, known by the natives as ""Black Death"". Check it out. [tosses it to Marco] You like that? It's so sweet, you'll wanna lick it! Nickel-plated brass casing, Lubalox coat for panache. Sucker has six razor claws that expand upon impact! PEW! Shred your mama's head like a cabbage. [Marco considers then starts to hand it back to the dealer] Keep it. On the house. [Marco puts the Black Death bullet in his pocket] Anyhow, I've been windjamming long enough. Why don't you boys tell me what you're looking for. What it is you want, what is it you need? What can I do you for?"
Leonel Salamanca,Vests.
Arms Dealer,"Vests? Hell yeah, we've got vests! Right here. [He grabs two bulletproof vests from a satchel] Sleek, comfortable, thermally bonded, non-interwoven Kevlar fiber. Stop a bullet like a soft wanger against a Quaker girl! It just ain't getting through. And lightweight? Damn, so lightweight, you'll forget you're wearing it! [He tosses the vests, which hit the floor in front of the Cousins]"
Marco Salamanca,They work?
Arms Dealer,"Sure as shit, they do! [He unbuttons the top button on his shirt to reveal that he's wearing an identical bulletproof vest] I don't leave home without it!"
Arms Dealer,"Ugh! Ow! What the hell?! You... broke my freaking rib, you maniac son of a bitch!"
Arms Dealer,You're welcome!
Marie,You made one mistake.
Hank,"It wasn't one mistake. I've been... unraveling, y'know? I don't sleep at night anymore. I freeze, I freeze up. My chest gets all tight, I can't breathe. Just...I panic. Ever since that Salamanca thing. Tuco Salamanca, if ever a scumbag deserved a bullet between the eyes... It changed me and I can't seem to control it. I try to fight it, but then El Paso. It just got worse. What I did to Pinkman...that's not who I'm supposed to be. All this, everything that's happened, I swear to God, Marie, I think the universe is trying to tell me something and I'm finally ready to listen. I'm just not the man I thought I was. I think I'm done as a cop."
Walter,"Listen, something's come up. I think it's a good opportunity. There's been a job opening. I need a new lab assistant."
Jesse,I did... my time. Why don't you just get yourself a monkey?
